Semana,Campus,Ncampus,Edificio,Sitio,Estado,Copias/L
46,Puebla,26,9,Aulas 1,PUEBLA,0
46,Puebla,26,10,Aulas 2,PUEBLA,0
46,Puebla,26,5,Colector 4 (PTAR Aulas 4),PUEBLA,0
46,Puebla,26,12,Aulas 4,PUEBLA,0
46,Puebla,26,8,Biblioteca (CETEC),PUEBLA,0
46,Puebla,26,10,Aulas 2,PUEBLA,0
46,Puebla,26,1,Interceptor PTAR 1,PUEBLA,0
46,Puebla,26,11,Residencias,PUEBLA,0
46,Puebla,26,6,Aulas 3,PUEBLA,0
46,Puebla,26,7,Cafetería,PUEBLA,0
47,Puebla,26,9,Aulas 1,PUEBLA,0
47,Puebla,26,10,Aulas 2,PUEBLA,10671
47,Puebla,26,1,Interceptor PTAR 1,PUEBLA,0
47,Puebla,26,11,Residencias,PUEBLA,0
47,Puebla,26,6,Aulas 3,PUEBLA,6819
47,Puebla,26,7,Cafetería,PUEBLA,0
47,Puebla,26,8,Biblioteca (CETEC),PUEBLA,0
47,Puebla,26,10,Aulas 2,PUEBLA,0
47,Puebla,26,12,Aulas 4,PUEBLA,0
47,Puebla,26,5,Colector 4 (PTAR Aulas 4),PUEBLA,31539
48,Puebla,26,9,Aulas 1,PUEBLA,0
48,Puebla,26,10,Aulas 2,PUEBLA,0
48,Puebla,26,7,Cafetería,PUEBLA,0
48,Puebla,26,6,Aulas 3,PUEBLA,0
48,Puebla,26,12,Aulas 4,PUEBLA,12891
48,Puebla,26,5,Colector 4 (PTAR Aulas 4),PUEBLA,0
48,Puebla,26,8,Biblioteca (CETEC),PUEBLA,0
48,Puebla,26,10,Aulas 2,PUEBLA,0
48,Puebla,26,1,Interceptor PTAR 1,PUEBLA,0
48,Puebla,26,11,Residencias,PUEBLA,0
49,Puebla,26,8,Biblioteca (CETEC),PUEBLA,0
49,Puebla,26,10,Aulas 2,PUEBLA,0
49,Puebla,26,9,Aulas 1,PUEBLA,0
49,Puebla,26,10,Aulas 2,PUEBLA,0
49,Puebla,26,12,Aulas 4,PUEBLA,23229
49,Puebla,26,5,Colector 4 (PTAR Aulas 4),PUEBLA,21159
49,Puebla,26,6,Aulas 3,PUEBLA,0
49,Puebla,26,7,Cafetería,PUEBLA,0
49,Puebla,26,1,Interceptor PTAR 1,PUEBLA,0
49,Puebla,26,11,Residencias,PUEBLA,0
50,Puebla,26,9,Aulas 1,PUEBLA,0
50,Puebla,26,5,Colector 4 (PTAR Aulas 4),PUEBLA,0
50,Puebla,26,10,Aulas 2,PUEBLA,0
50,Puebla,26,7,Cafetería,PUEBLA,0
50,Puebla,26,8,Biblioteca (CETEC),PUEBLA,0
50,Puebla,26,1,Interceptor PTAR 1,PUEBLA,0
50,Puebla,26,11,Residencias,PUEBLA,0
50,Puebla,26,10,Aulas 2,PUEBLA,0
50,Puebla,26,6,Aulas 3,PUEBLA,0
50,Puebla,26,12,Aulas 4,PUEBLA,0
55,Puebla,26,4,Colector 3 (Centro Estudiantil),PUEBLA,0
55,Puebla,26,11,Residencias,PUEBLA,636077
55,Puebla,26,7,Cafetería,PUEBLA,0
55,Puebla,26,6,Aulas 3,PUEBLA,0
55,Puebla,26,12,Aulas 4,PUEBLA,0
55,Puebla,26,5,Colector 4 (PTAR Aulas 4),PUEBLA,0
55,Puebla,26,8,Biblioteca (CETEC),PUEBLA,0
55,Puebla,26,0,Unidentified,PUEBLA,0
55,Puebla,26,10,Aulas 2,PUEBLA,0
55,Puebla,26,9,Aulas 1,PUEBLA,0
56,Puebla,26,5,Colector 4 (PTAR Aulas 4),PUEBLA,0
56,Puebla,26,12,Aulas 4,PUEBLA,12613
56,Puebla,26,8,Biblioteca (CETEC),PUEBLA,54891
56,Puebla,26,9,Aulas 1,PUEBLA,45999
56,Puebla,26,7,Cafetería,PUEBLA,213973
56,Puebla,26,6,Aulas 3,PUEBLA,19706
56,Puebla,26,10,Aulas 2,PUEBLA,0
56,Puebla,26,11,Residencias,PUEBLA,777639
56,Puebla,26,4,Colector 3 (Centro Estudiantil),PUEBLA,940183
63,Puebla,26,11,Residencias,PUEBLA,0
63,Puebla,26,1,Interceptor PTAR 1,PUEBLA,0
63,Puebla,26,7,Cafetería,PUEBLA,0
63,Puebla,26,6,Aulas 3,PUEBLA,0
63,Puebla,26,8,Biblioteca (CETEC),PUEBLA,0
63,Puebla,26,9,Aulas 1,PUEBLA,0
63,Puebla,26,10,Aulas 2,PUEBLA,0
63,Puebla,26,0,Unidentified,PUEBLA,0
64,Puebla,26,10,Aulas 2,PUEBLA,27900
64,Puebla,26,9,Aulas 1,PUEBLA,27900
64,Puebla,26,7,Cafetería,PUEBLA,27900
64,Puebla,26,8,Biblioteca (CETEC),PUEBLA,27900
64,Puebla,26,0,Unidentified,PUEBLA,27900
64,Puebla,26,5,Colector 4 (PTAR Aulas 4),PUEBLA,27900
64,Puebla,26,11,Residencias,PUEBLA,27900
64,Puebla,26,4,Colector 3 (Centro Estudiantil),PUEBLA,27900
65,Puebla,26,9,Aulas 1,PUEBLA,0
65,Puebla,26,0,Unidentified,PUEBLA,0
65,Puebla,26,4,Colector 3 (Centro Estudiantil),PUEBLA,0
65,Puebla,26,0,Unidentified,PUEBLA,0
65,Puebla,26,5,Colector 4 (PTAR Aulas 4),PUEBLA,0
65,Puebla,26,0,Unidentified,PUEBLA,0
65,Puebla,26,7,Cafetería,PUEBLA,0
65,Puebla,26,8,Biblioteca (CETEC),PUEBLA,0
65,Puebla,26,11,Residencias,PUEBLA,0
66,Puebla,26,0,Unidentified,PUEBLA,27394
66,Puebla,26,12,Aulas 4,PUEBLA,27394
66,Puebla,26,8,Biblioteca (CETEC),PUEBLA,27394
66,Puebla,26,7,Cafetería,PUEBLA,27394
66,Puebla,26,4,Colector 3 (Centro Estudiantil),PUEBLA,27394
66,Puebla,26,0,Unidentified,PUEBLA,27394
66,Puebla,26,0,Unidentified,PUEBLA,27394
66,Puebla,26,9,Aulas 1,PUEBLA,27394
66,Puebla,26,11,Residencias,PUEBLA,27394
67,Puebla,26,10,Aulas 2,PUEBLA,0
67,Puebla,26,9,Aulas 1,PUEBLA,0
67,Puebla,26,8,Biblioteca (CETEC),PUEBLA,0
67,Puebla,26,0,Unidentified,PUEBLA,0
67,Puebla,26,10,Aulas 2,PUEBLA,6120
67,Puebla,26,11,Residencias,PUEBLA,6120
67,Puebla,26,12,Aulas 4,PUEBLA,6120
67,Puebla,26,7,Cafetería,PUEBLA,6120
67,Puebla,26,5,Colector 4 (PTAR Aulas 4),PUEBLA,0
67,Puebla,26,6,Aulas 3,PUEBLA,0
69,Puebla,26,12,Aulas 4,PUEBLA,0
69,Puebla,26,11,Residencias,PUEBLA,0
69,Puebla,26,10,Aulas 2,PUEBLA,0
69,Puebla,26,9,Aulas 1,PUEBLA,0
69,Puebla,26,7,Cafetería,PUEBLA,0
69,Puebla,26,8,Biblioteca (CETEC),PUEBLA,0
69,Puebla,26,6,Aulas 3,PUEBLA,0
69,Puebla,26,5,Colector 4 (PTAR Aulas 4),PUEBLA,0
69,Puebla,26,0,Unidentified,PUEBLA,0
69,Puebla,26,10,Aulas 2,PUEBLA,0
70,Puebla,26,7,Cafetería,PUEBLA,0
70,Puebla,26,10,Aulas 2,PUEBLA,0
70,Puebla,26,0,Unidentified,PUEBLA,0
70,Puebla,26,10,Aulas 2,PUEBLA,0
70,Puebla,26,0,Unidentified,PUEBLA,0
70,Puebla,26,11,Residencias,PUEBLA,0
70,Puebla,26,12,Aulas 4,PUEBLA,0
70,Puebla,26,1,Interceptor PTAR 1,PUEBLA,0
70,Puebla,26,9,Aulas 1,PUEBLA,0
70,Puebla,26,8,Biblioteca (CETEC),PUEBLA,0
71,Puebla,26,11,Residencias,PUEBLA,8006
71,Puebla,26,4,Colector 3 (Centro Estudiantil),PUEBLA,8006
71,Puebla,26,0,Unidentified,PUEBLA,8006
71,Puebla,26,0,Unidentified,PUEBLA,8006
71,Puebla,26,9,Aulas 1,PUEBLA,8006
71,Puebla,26,6,Aulas 3,PUEBLA,8006
71,Puebla,26,5,Colector 4 (PTAR Aulas 4),PUEBLA,8006
71,Puebla,26,7,Cafetería,PUEBLA,8006
71,Puebla,26,8,Biblioteca (CETEC),PUEBLA,8006
72,Puebla,26,6,Aulas 3,PUEBLA,0
72,Puebla,26,12,Aulas 4,PUEBLA,0
72,Puebla,26,8,Biblioteca (CETEC),PUEBLA,0
72,Puebla,26,7,Cafetería,PUEBLA,0
72,Puebla,26,0,Unidentified,PUEBLA,0
72,Puebla,26,9,Aulas 1,PUEBLA,0
72,Puebla,26,0,Unidentified,PUEBLA,0
72,Puebla,26,4,Colector 3 (Centro Estudiantil),PUEBLA,0
72,Puebla,26,11,Residencias,PUEBLA,0
73,Puebla,26,7,Cafetería,PUEBLA,0
73,Puebla,26,8,Biblioteca (CETEC),PUEBLA,0
73,Puebla,26,0,Unidentified,PUEBLA,0
73,Puebla,26,4,Colector 3 (Centro Estudiantil),PUEBLA,0
73,Puebla,26,0,Unidentified,PUEBLA,0
73,Puebla,26,9,Aulas 1,PUEBLA,0
73,Puebla,26,5,Colector 4 (PTAR Aulas 4),PUEBLA,0
73,Puebla,26,6,Aulas 3,PUEBLA,0
73,Puebla,26,11,Residencias,PUEBLA,0
74,Puebla,26,6,Aulas 3,PUEBLA,0
74,Puebla,26,12,Aulas 4,PUEBLA,0
74,Puebla,26,7,Cafetería,PUEBLA,0
74,Puebla,26,8,Biblioteca (CETEC),PUEBLA,0
74,Puebla,26,0,Unidentified,PUEBLA,0
74,Puebla,26,9,Aulas 1,PUEBLA,0
74,Puebla,26,0,Unidentified,PUEBLA,0
74,Puebla,26,4,Colector 3 (Centro Estudiantil),PUEBLA,0
74,Puebla,26,11,Residencias,PUEBLA,0
75,Puebla,26,9,Aulas 1,PUEBLA,14036
75,Puebla,26,0,Unidentified,PUEBLA,14036
75,Puebla,26,11,Residencias,PUEBLA,14036
75,Puebla,26,12,Aulas 4,PUEBLA,14036
75,Puebla,26,6,Aulas 3,PUEBLA,14036
75,Puebla,26,8,Biblioteca (CETEC),PUEBLA,14036
75,Puebla,26,7,Cafetería,PUEBLA,14036
75,Puebla,26,4,Colector 3 (Centro Estudiantil),PUEBLA,14036
75,Puebla,26,0,Unidentified,PUEBLA,14036
76,Puebla,26,10,Aulas 2,PUEBLA,0
76,Puebla,26,0,Unidentified,PUEBLA,0
76,Puebla,26,10,Aulas 2,PUEBLA,0
76,Puebla,26,9,Aulas 1,PUEBLA,0
76,Puebla,26,12,Aulas 4,PUEBLA,0
76,Puebla,26,11,Residencias,PUEBLA,0
76,Puebla,26,7,Cafetería,PUEBLA,0
76,Puebla,26,8,Biblioteca (CETEC),PUEBLA,0
76,Puebla,26,6,Aulas 3,PUEBLA,0
76,Puebla,26,5,Colector 4 (PTAR Aulas 4),PUEBLA,0
77,Puebla,26,10,Aulas 2,PUEBLA,252296
77,Puebla,26,0,Unidentified,PUEBLA,252296
77,Puebla,26,9,Aulas 1,PUEBLA,252296
77,Puebla,26,8,Biblioteca (CETEC),PUEBLA,252296
77,Puebla,26,4,Colector 3 (Centro Estudiantil),PUEBLA,252296
77,Puebla,26,11,Residencias,PUEBLA,252296
77,Puebla,26,12,Aulas 4,PUEBLA,252296
77,Puebla,26,7,Cafetería,PUEBLA,252296
77,Puebla,26,6,Aulas 3,PUEBLA,252296
77,Puebla,26,0,Unidentified,PUEBLA,252296
78,Puebla,26,12,Aulas 4,PUEBLA,0
78,Puebla,26,5,Colector 4 (PTAR Aulas 4),PUEBLA,0
78,Puebla,26,8,Biblioteca (CETEC),PUEBLA,0
78,Puebla,26,10,Aulas 2,PUEBLA,0
78,Puebla,26,0,Unidentified,PUEBLA,12553
78,Puebla,26,0,Unidentified,PUEBLA,12553
78,Puebla,26,7,Cafetería,PUEBLA,12553
78,Puebla,26,6,Aulas 3,PUEBLA,12553
78,Puebla,26,11,Residencias,PUEBLA,39236
78,Puebla,26,0,Unidentified,PUEBLA,39236
7,Querétaro,27,10,Edif. 9 Auditiorio,QUERETARO,23307
7,Querétaro,27,16,Edif. 15 Parque Tecnológico,QUERETARO,0
7,Querétaro,27,13,Edif. 12 Residencias,QUERETARO,0
8,Querétaro,27,15,Edif. 14 Arquitectura,QUERETARO,8381
8,Querétaro,27,15,Edif. 14 Arquitectura,QUERETARO,1333
8,Querétaro,27,8,Edif.7 Administrativo,QUERETARO,0
8,Querétaro,27,5,Edif. 4 Profesional,QUERETARO,0
8,Querétaro,27,3,Edif. 2 CIE,QUERETARO,0
8,Querétaro,27,16,Edif. 15 Parque Tecnológico,QUERETARO,0
8,Querétaro,27,14,Edif. 13 LDI,QUERETARO,8381
8,Querétaro,27,14,Edif. 13 LDI,QUERETARO,190
8,Querétaro,27,2,Edif. 1 Ing. Civil,QUERETARO,0
8,Querétaro,27,22,Cancha 7 Cafetería Prepa,QUERETARO,0
8,Querétaro,27,12,Edif. 11 Prepa,QUERETARO,0
8,Querétaro,27,4,Edif. 3 Profesional Salones,QUERETARO,0
8,Querétaro,27,9,Edif. 8 Salon de Congresos,QUERETARO,0
8,Querétaro,27,10,Edif. 9 Auditiorio,QUERETARO,0
8,Querétaro,27,20,Edif. 19 Bioingeniería,QUERETARO,0
8,Querétaro,27,21,Edif. 20 Alberca,QUERETARO,8381
8,Querétaro,27,21,Edif. 20 Alberca,QUERETARO,0
8,Querétaro,27,18,Edif. 17 EGADE,QUERETARO,0
8,Querétaro,27,6,Edif. 5 Profesional Salones,QUERETARO,0
8,Querétaro,27,17,Edif. 16 CIMA,QUERETARO,0
8,Querétaro,27,7,Edif. 6 Biblioteca,QUERETARO,0
8,Querétaro,27,11,Edif. 10 Medios,QUERETARO,0
8,Querétaro,27,13,Edif. 12 Residencias,QUERETARO,8381
8,Querétaro,27,13,Edif. 12 Residencias,QUERETARO,0
8,Querétaro,27,19,Edif. 18 Estadio Borregos,QUERETARO,8381
8,Querétaro,27,19,Edif. 18 Estadio Borregos,QUERETARO,0
9,Querétaro,27,21,Edif. 20 Alberca,QUERETARO,0
9,Querétaro,27,16,Edif. 15 Parque Tecnológico,QUERETARO,762
9,Querétaro,27,16,Edif. 15 Parque Tecnológico,QUERETARO,0
9,Querétaro,27,5,Edif. 4 Profesional,QUERETARO,0
9,Querétaro,27,13,Edif. 12 Residencias,QUERETARO,0
9,Querétaro,27,25,Baños Pista,QUERETARO,0
9,Querétaro,27,22,Cancha 7 Cafetería Prepa,QUERETARO,0
9,Querétaro,27,9,Edif. 8 Salon de Congresos,QUERETARO,0
9,Querétaro,27,14,Edif. 13 LDI,QUERETARO,0
9,Querétaro,27,17,Edif. 16 CIMA,QUERETARO,0
9,Querétaro,27,3,Edif. 2 CIE,QUERETARO,762
9,Querétaro,27,3,Edif. 2 CIE,QUERETARO,0
9,Querétaro,27,12,Edif. 11 Prepa,QUERETARO,0
9,Querétaro,27,7,Edif. 6 Biblioteca,QUERETARO,0
9,Querétaro,27,4,Edif. 3 Profesional Salones,QUERETARO,0
9,Querétaro,27,6,Edif. 5 Profesional Salones,QUERETARO,0
9,Querétaro,27,10,Edif. 9 Auditiorio,QUERETARO,762
9,Querétaro,27,10,Edif. 9 Auditiorio,QUERETARO,28571
9,Querétaro,27,8,Edif.7 Administrativo,QUERETARO,0
9,Querétaro,27,11,Edif. 10 Medios,QUERETARO,0
9,Querétaro,27,20,Edif. 19 Bioingeniería,QUERETARO,0
9,Querétaro,27,19,Edif. 18 Estadio Borregos,QUERETARO,0
9,Querétaro,27,18,Edif. 17 EGADE,QUERETARO,762
9,Querétaro,27,18,Edif. 17 EGADE,QUERETARO,0
9,Querétaro,27,15,Edif. 14 Arquitectura,QUERETARO,0
9,Querétaro,27,2,Edif. 1 Ing. Civil,QUERETARO,762
9,Querétaro,27,2,Edif. 1 Ing. Civil,QUERETARO,0
9,Querétaro,27,24,CAE,QUERETARO,0
9,Querétaro,27,23,CAE,QUERETARO,0
10,Querétaro,27,23,CAE,QUERETARO,0
10,Querétaro,27,16,Edif. 15 Parque Tecnológico,QUERETARO,0
10,Querétaro,27,24,CAE,QUERETARO,0
10,Querétaro,27,22,Cancha 7 Cafetería Prepa,QUERETARO,0
10,Querétaro,27,9,Edif. 8 Salon de Congresos,QUERETARO,0
10,Querétaro,27,5,Edif. 4 Profesional,QUERETARO,0
11,Querétaro,27,22,Cancha 7 Cafetería Prepa,QUERETARO,0
11,Querétaro,27,16,Edif. 15 Parque Tecnológico,QUERETARO,0
11,Querétaro,27,9,Edif. 8 Salon de Congresos,QUERETARO,0
11,Querétaro,27,5,Edif. 4 Profesional,QUERETARO,0
11,Querétaro,27,23,CAE,QUERETARO,0
11,Querétaro,27,24,CAE,QUERETARO,0
12,Querétaro,27,9,Edif. 8 Salon de Congresos,QUERETARO,0
12,Querétaro,27,23,CAE,QUERETARO,0
12,Querétaro,27,22,Cancha 7 Cafetería Prepa,QUERETARO,0
12,Querétaro,27,5,Edif. 4 Profesional,QUERETARO,0
12,Querétaro,27,16,Edif. 15 Parque Tecnológico,QUERETARO,0
12,Querétaro,27,24,CAE,QUERETARO,0
13,Querétaro,27,5,Edif. 4 Profesional,QUERETARO,0
13,Querétaro,27,9,Edif. 8 Salon de Congresos,QUERETARO,1524
13,Querétaro,27,16,Edif. 15 Parque Tecnológico,QUERETARO,0
13,Querétaro,27,24,CAE,QUERETARO,0
13,Querétaro,27,22,Cancha 7 Cafetería Prepa,QUERETARO,0
13,Querétaro,27,23,CAE,QUERETARO,0
14,Querétaro,27,22,Cancha 7 Cafetería Prepa,QUERETARO,0
14,Querétaro,27,16,Edif. 15 Parque Tecnológico,QUERETARO,0
14,Querétaro,27,5,Edif. 4 Profesional,QUERETARO,0
14,Querétaro,27,9,Edif. 8 Salon de Congresos,QUERETARO,0
14,Querétaro,27,23,CAE,QUERETARO,0
14,Querétaro,27,24,CAE,QUERETARO,0
15,Querétaro,27,16,Edif. 15 Parque Tecnológico,QUERETARO,0
15,Querétaro,27,23,CAE,QUERETARO,0
15,Querétaro,27,5,Edif. 4 Profesional,QUERETARO,0
15,Querétaro,27,24,CAE,QUERETARO,0
15,Querétaro,27,9,Edif. 8 Salon de Congresos,QUERETARO,0
15,Querétaro,27,22,Cancha 7 Cafetería Prepa,QUERETARO,0
16,Querétaro,27,22,Cancha 7 Cafetería Prepa,QUERETARO,0
16,Querétaro,27,16,Edif. 15 Parque Tecnológico,QUERETARO,0
16,Querétaro,27,5,Edif. 4 Profesional,QUERETARO,0
16,Querétaro,27,9,Edif. 8 Salon de Congresos,QUERETARO,0
17,Querétaro,27,9,Edif. 8 Salon de Congresos,QUERETARO,0
17,Querétaro,27,24,CAE,QUERETARO,0
17,Querétaro,27,23,CAE,QUERETARO,0
17,Querétaro,27,16,Edif. 15 Parque Tecnológico,QUERETARO,0
17,Querétaro,27,5,Edif. 4 Profesional,QUERETARO,0
17,Querétaro,27,22,Cancha 7 Cafetería Prepa,QUERETARO,0
18,Querétaro,27,23,CAE,QUERETARO,0
18,Querétaro,27,22,Cancha 7 Cafetería Prepa,QUERETARO,0
18,Querétaro,27,5,Edif. 4 Profesional,QUERETARO,0
18,Querétaro,27,9,Edif. 8 Salon de Congresos,QUERETARO,6644
18,Querétaro,27,24,CAE,QUERETARO,0
18,Querétaro,27,16,Edif. 15 Parque Tecnológico,QUERETARO,0
19,Querétaro,27,24,CAE,QUERETARO,0
19,Querétaro,27,17,Edif. 16 CIMA,QUERETARO,0
19,Querétaro,27,23,CAE,QUERETARO,0
19,Querétaro,27,0,Unidentified,QUERETARO,0
21,Querétaro,27,22,Cancha 7 Cafetería Prepa,QUERETARO,0
21,Querétaro,27,5,Edif. 4 Profesional,QUERETARO,0
21,Querétaro,27,16,Edif. 15 Parque Tecnológico,QUERETARO,0
21,Querétaro,27,9,Edif. 8 Salon de Congresos,QUERETARO,0
22,Querétaro,27,9,Edif. 8 Salon de Congresos,QUERETARO,0
22,Querétaro,27,24,CAE,QUERETARO,0
22,Querétaro,27,16,Edif. 15 Parque Tecnológico,QUERETARO,0
22,Querétaro,27,5,Edif. 4 Profesional,QUERETARO,0
22,Querétaro,27,23,CAE,QUERETARO,0
22,Querétaro,27,22,Cancha 7 Cafetería Prepa,QUERETARO,0
23,Querétaro,27,23,CAE,QUERETARO,0
23,Querétaro,27,24,CAE,QUERETARO,0
23,Querétaro,27,9,Edif. 8 Salon de Congresos,QUERETARO,0
23,Querétaro,27,22,Cancha 7 Cafetería Prepa,QUERETARO,0
23,Querétaro,27,16,Edif. 15 Parque Tecnológico,QUERETARO,0
23,Querétaro,27,5,Edif. 4 Profesional,QUERETARO,0
24,Querétaro,27,5,Edif. 4 Profesional,QUERETARO,0
24,Querétaro,27,24,CAE,QUERETARO,0
24,Querétaro,27,23,CAE,QUERETARO,0
24,Querétaro,27,22,Cancha 7 Cafetería Prepa,QUERETARO,0
24,Querétaro,27,9,Edif. 8 Salon de Congresos,QUERETARO,0
24,Querétaro,27,16,Edif. 15 Parque Tecnológico,QUERETARO,0
25,Querétaro,27,9,Edif. 8 Salon de Congresos,QUERETARO,0
25,Querétaro,27,5,Edif. 4 Profesional,QUERETARO,0
25,Querétaro,27,16,Edif. 15 Parque Tecnológico,QUERETARO,0
25,Querétaro,27,24,CAE,QUERETARO,0
25,Querétaro,27,23,CAE,QUERETARO,0
25,Querétaro,27,22,Cancha 7 Cafetería Prepa,QUERETARO,0
26,Querétaro,27,22,Cancha 7 Cafetería Prepa,QUERETARO,0
26,Querétaro,27,9,Edif. 8 Salon de Congresos,QUERETARO,0
26,Querétaro,27,5,Edif. 4 Profesional,QUERETARO,0
26,Querétaro,27,16,Edif. 15 Parque Tecnológico,QUERETARO,0
27,Querétaro,27,22,Cancha 7 Cafetería Prepa,QUERETARO,0
27,Querétaro,27,9,Edif. 8 Salon de Congresos,QUERETARO,0
27,Querétaro,27,23,CAE,QUERETARO,0
27,Querétaro,27,24,CAE,QUERETARO,0
27,Querétaro,27,16,Edif. 15 Parque Tecnológico,QUERETARO,0
27,Querétaro,27,5,Edif. 4 Profesional,QUERETARO,0
28,Querétaro,27,24,CAE,QUERETARO,0
28,Querétaro,27,9,Edif. 8 Salon de Congresos,QUERETARO,0
28,Querétaro,27,5,Edif. 4 Profesional,QUERETARO,0
28,Querétaro,27,23,CAE,QUERETARO,0
28,Querétaro,27,16,Edif. 15 Parque Tecnológico,QUERETARO,0
28,Querétaro,27,22,Cancha 7 Cafetería Prepa,QUERETARO,0
29,Querétaro,27,9,Edif. 8 Salon de Congresos,QUERETARO,0
29,Querétaro,27,16,Edif. 15 Parque Tecnológico,QUERETARO,0
29,Querétaro,27,5,Edif. 4 Profesional,QUERETARO,0
29,Querétaro,27,22,Cancha 7 Cafetería Prepa,QUERETARO,0
30,Querétaro,27,22,Cancha 7 Cafetería Prepa,QUERETARO,0
30,Querétaro,27,9,Edif. 8 Salon de Congresos,QUERETARO,0
30,Querétaro,27,5,Edif. 4 Profesional,QUERETARO,0
30,Querétaro,27,16,Edif. 15 Parque Tecnológico,QUERETARO,0
31,Querétaro,27,22,Cancha 7 Cafetería Prepa,QUERETARO,0
31,Querétaro,27,9,Edif. 8 Salon de Congresos,QUERETARO,0
31,Querétaro,27,5,Edif. 4 Profesional,QUERETARO,0
31,Querétaro,27,16,Edif. 15 Parque Tecnológico,QUERETARO,24853
31,Querétaro,27,16,Edif. 15 Parque Tecnológico,QUERETARO,24853
32,Querétaro,27,19,Edif. 18 Estadio Borregos,QUERETARO,0
32,Querétaro,27,5,Edif. 4 Profesional,QUERETARO,20884
32,Querétaro,27,9,Edif. 8 Salon de Congresos,QUERETARO,5490
32,Querétaro,27,24,CAE,QUERETARO,1051
32,Querétaro,27,18,Edif. 17 EGADE,QUERETARO,0
32,Querétaro,27,22,Cancha 7 Cafetería Prepa,QUERETARO,0
32,Querétaro,27,10,Edif. 9 Auditiorio,QUERETARO,0
32,Querétaro,27,2,Edif. 1 Ing. Civil,QUERETARO,0
32,Querétaro,27,23,CAE,QUERETARO,0
32,Querétaro,27,13,Edif. 12 Residencias,QUERETARO,0
32,Querétaro,27,11,Edif. 10 Medios,QUERETARO,5611
32,Querétaro,27,8,Edif.7 Administrativo,QUERETARO,0
32,Querétaro,27,12,Edif. 11 Prepa,QUERETARO,0
32,Querétaro,27,7,Edif. 6 Biblioteca,QUERETARO,0
32,Querétaro,27,14,Edif. 13 LDI,QUERETARO,0
32,Querétaro,27,4,Edif. 3 Profesional Salones,QUERETARO,0
32,Querétaro,27,6,Edif. 5 Profesional Salones,QUERETARO,0
32,Querétaro,27,15,Edif. 14 Arquitectura,QUERETARO,0
32,Querétaro,27,16,Edif. 15 Parque Tecnológico,QUERETARO,0
32,Querétaro,27,0,Unidentified,QUERETARO,0
33,Querétaro,27,4,Edif. 3 Profesional Salones,QUERETARO,0
33,Querétaro,27,16,Edif. 15 Parque Tecnológico,QUERETARO,0
33,Querétaro,27,2,Edif. 1 Ing. Civil,QUERETARO,0
33,Querétaro,27,6,Edif. 5 Profesional Salones,QUERETARO,0
33,Querétaro,27,5,Edif. 4 Profesional,QUERETARO,0
33,Querétaro,27,22,Cancha 7 Cafetería Prepa,QUERETARO,1905
33,Querétaro,27,18,Edif. 17 EGADE,QUERETARO,1524
33,Querétaro,27,7,Edif. 6 Biblioteca,QUERETARO,13943
33,Querétaro,27,13,Edif. 12 Residencias,QUERETARO,17985
33,Querétaro,27,9,Edif. 8 Salon de Congresos,QUERETARO,0
33,Querétaro,27,20,Edif. 19 Bioingeniería,QUERETARO,36156
33,Querétaro,27,17,Edif. 16 CIMA,QUERETARO,0
33,Querétaro,27,12,Edif. 11 Prepa,QUERETARO,0
33,Querétaro,27,14,Edif. 13 LDI,QUERETARO,0
33,Querétaro,27,19,Edif. 18 Estadio Borregos,QUERETARO,0
33,Querétaro,27,24,CAE,QUERETARO,0
33,Querétaro,27,23,CAE,QUERETARO,0
33,Querétaro,27,8,Edif.7 Administrativo,QUERETARO,0
33,Querétaro,27,14,Edif. 13 LDI,QUERETARO,0
33,Querétaro,27,21,Edif. 20 Alberca,QUERETARO,0
34,Querétaro,27,23,CAE,QUERETARO,0
34,Querétaro,27,19,Edif. 18 Estadio Borregos,QUERETARO,0
34,Querétaro,27,21,Edif. 20 Alberca,QUERETARO,34240
34,Querétaro,27,24,CAE,QUERETARO,0
34,Querétaro,27,9,Edif. 8 Salon de Congresos,QUERETARO,0
34,Querétaro,27,7,Edif. 6 Biblioteca,QUERETARO,0
34,Querétaro,27,6,Edif. 5 Profesional Salones,QUERETARO,10766
34,Querétaro,27,5,Edif. 4 Profesional,QUERETARO,0
34,Querétaro,27,10,Edif. 9 Auditiorio,QUERETARO,0
34,Querétaro,27,2,Edif. 1 Ing. Civil,QUERETARO,0
34,Querétaro,27,17,Edif. 16 CIMA,QUERETARO,0
34,Querétaro,27,12,Edif. 11 Prepa,QUERETARO,0
34,Querétaro,27,13,Edif. 12 Residencias,QUERETARO,0
34,Querétaro,27,20,Edif. 19 Bioingeniería,QUERETARO,24472
34,Querétaro,27,22,Cancha 7 Cafetería Prepa,QUERETARO,0
34,Querétaro,27,18,Edif. 17 EGADE,QUERETARO,0
34,Querétaro,27,14,Edif. 13 LDI,QUERETARO,0
34,Querétaro,27,15,Edif. 14 Arquitectura,QUERETARO,0
34,Querétaro,27,4,Edif. 3 Profesional Salones,QUERETARO,16389
34,Querétaro,27,16,Edif. 15 Parque Tecnológico,QUERETARO,0
34,Querétaro,27,8,Edif.7 Administrativo,QUERETARO,0
34,Querétaro,27,11,Edif. 10 Medios,QUERETARO,28549
35,Querétaro,27,4,Edif. 3 Profesional Salones,QUERETARO,0
35,Querétaro,27,2,Edif. 1 Ing. Civil,QUERETARO,0
